Date,SKU_ID,Item_Name,Category,Warehouse,Opening_Stock,Stock_In,Stock_Out,Unit_Price,Closing_Stock,Sales_Value,Reorder_Level,Supplier,Lead_Time_Days,Discount_Applied,Is_Subscriber,Review_Rating,Return_Rate,Purchase_Frequency,Stock_Turnover
19-06-2024,SKU100188,Shorts,Clothing,WH_C,83,187,32,366.71,238,11734.72,113,Supplier_X,21,1,0,5,0.116,1,0.199
28-06-2024,SKU100189,Sweater,Footwear,WH_C,145,254,81,1061.09,318,85948.29,85,Supplier_W,6,0,0,5,0.069,8,0.35
21-09-2025,SKU100190,Sneakers,Footwear,WH_C,492,149,147,1460.96,494,214761.12,66,Supplier_X,25,0,1,5,0.004,11,0.298
01-09-2025,SKU100191,Sandals,Accessories,WH_C,170,12,94,675.58,88,63504.52,26,Supplier_Y,5,0,0,4,0.019,8,0.729
15-11-2024,SKU100192,Tie,Clothing,WH_C,488,156,169,287.46,475,48580.74,34,Supplier_W,19,0,0,5,0.071,4,0.351
09-09-2025,SKU100193,Jeans,Accessories,WH_C,333,79,210,1667.61,202,350198.1,16,Supplier_W,24,1,0,3,0.191,7,0.785
07-07-2025,SKU100194,Shorts,Accessories,WH_B,423,272,384,542.96,311,208496.64,64,Supplier_W,21,1,1,4,0.031,9,1.046
21-02-2025,SKU100195,Hat,Footwear,WH_A,308,147,190,1049.99,265,199498.1,28,Supplier_W,29,0,0,4,0.054,11,0.663
27-06-2024,SKU100196,Tie,Clothing,WH_A,13,205,6,1398.12,212,8388.72,90,Supplier_X,17,1,0,2,0.199,1,0.053
29-09-2025,SKU100197,Coat,Footwear,WH_C,148,113,379,668.3,0,253285.7,41,Supplier_Y,28,0,0,2,0.096,12,5.122
28-02-2024,SKU100198,Shorts,Footwear,WH_A,368,5,313,1314.84,60,411544.92,96,Supplier_W,8,0,1,4,0.052,5,1.463
18-03-2025,SKU100199,Shirt,Footwear,WH_C,250,277,341,946.43,186,322732.63,118,Supplier_Z,28,1,0,3,0.123,8,1.564
22-01-2025,SKU100200,Sneakers,Clothing,WH_B,56,231,33,1162.35,254,38357.55,41,Supplier_Z,14,0,0,3,0.087,7,0.213
24-05-2025,SKU100201,Shorts,Clothing,WH_A,346,136,50,1201.62,432,60081,35,Supplier_Y,21,0,0,3,0.172,10,0.129
01-08-2024,SKU100202,Jacket,Footwear,WH_A,301,159,119,1657.09,341,197193.71,81,Supplier_Z,8,0,1,4,0.002,4,0.371
31-03-2025,SKU100203,Tie,Clothing,WH_B,409,288,137,1329.84,560,182188.08,31,Supplier_X,13,1,0,3,0.199,3,0.283
27-11-2024,SKU100204,Blouse,Footwear,WH_B,346,204,366,565.4,184,206936.4,119,Supplier_X,22,0,0,4,0.013,1,1.381
28-11-2024,SKU100205,Shorts,Clothing,WH_B,407,157,105,166.23,459,17454.15,64,Supplier_Y,22,0,0,4,0.107,3,0.242
28-02-2024,SKU100206,Blouse,Clothing,WH_A,132,105,281,53.87,0,15137.47,66,Supplier_W,12,0,0,4,0.139,2,4.258
12-07-2025,SKU100207,Shirt,Accessories,WH_A,169,81,31,1813.61,219,56221.91,17,Supplier_Z,28,0,1,3,0.11,5,0.16
24-07-2025,SKU100208,Blouse,Footwear,WH_B,101,269,123,1887.11,247,232114.53,55,Supplier_Z,18,0,1,2,0.06,1,0.707
27-01-2024,SKU100209,Skirt,Accessories,WH_B,475,48,169,233.52,354,39464.88,14,Supplier_Y,29,1,0,4,0.171,4,0.408
06-10-2025,SKU100210,Shorts,Accessories,WH_B,105,205,11,999.75,299,10997.25,21,Supplier_Y,20,1,0,5,0.086,8,0.054
28-02-2024,SKU100211,Cap,Footwear,WH_B,170,217,167,345.61,220,57716.87,36,Supplier_Z,16,1,1,2,0.06,9,0.856
09-11-2023,SKU100212,Dress,Footwear,WH_B,127,163,342,1900.06,0,649820.52,93,Supplier_W,6,0,0,4,0.154,1,5.386
10-08-2025,SKU100213,Sweater,Clothing,WH_C,249,278,77,531.32,450,40911.64,20,Supplier_Y,29,0,0,4,0.029,3,0.22
14-06-2024,SKU100214,Tie,Footwear,WH_B,31,230,33,1028.21,228,33930.93,45,Supplier_X,14,0,0,5,0.041,6,0.255
26-05-2025,SKU100215,Hat,Accessories,WH_C,215,198,208,372.96,205,77575.68,61,Supplier_Z,22,1,0,3,0.051,5,0.99
19-06-2024,SKU100216,Dress,Accessories,WH_A,261,213,325,698.88,149,227136,11,Supplier_Y,29,1,0,4,0.087,12,1.585
26-11-2024,SKU100217,Bag,Footwear,WH_A,329,283,7,570.27,605,3991.89,83,Supplier_Y,25,1,0,4,0.004,1,0.015
14-12-2024,SKU100218,Cap,Accessories,WH_C,493,275,224,977.08,544,218865.92,115,Supplier_Y,23,0,1,3,0.198,2,0.432
06-08-2025,SKU100219,Tie,Clothing,WH_B,243,184,226,868.57,201,196296.82,80,Supplier_Z,10,0,1,3,0.12,2,1.018
16-03-2024,SKU100220,Sandals,Accessories,WH_A,450,209,174,695.06,485,120940.44,21,Supplier_X,9,0,0,2,0.194,7,0.372
30-12-2023,SKU100221,Dress,Clothing,WH_B,390,120,80,256.46,430,20516.8,64,Supplier_X,28,0,1,4,0.161,6,0.195
21-09-2025,SKU100222,Belt,Accessories,WH_B,284,215,281,994.75,218,279524.75,89,Supplier_Z,11,0,1,4,0.027,6,1.12
06-11-2025,SKU100223,Shorts,Clothing,WH_C,289,96,56,1707.91,329,95642.96,40,Supplier_Y,26,0,0,2,0.042,1,0.181
09-09-2025,SKU100224,Jeans,Clothing,WH_A,262,118,134,1473.94,246,197507.96,100,Supplier_Z,27,0,0,3,0.007,1,0.528
17-10-2025,SKU100225,Belt,Footwear,WH_A,336,281,237,1455.12,380,344863.44,41,Supplier_Z,19,0,0,2,0.167,4,0.662
27-12-2024,SKU100226,Sneakers,Clothing,WH_C,332,105,216,763.88,221,164998.08,115,Supplier_Y,12,0,0,2,0.119,10,0.781
11-07-2024,SKU100227,T-Shirt,Footwear,WH_B,313,141,226,1431.42,228,323500.92,73,Supplier_Z,30,0,0,3,0.043,6,0.835
19-01-2025,SKU100228,Socks,Accessories,WH_B,84,267,25,957.79,326,23944.75,113,Supplier_W,5,0,0,2,0.194,11,0.122
28-05-2024,SKU100229,Blouse2,Accessories,WH_A,414,290,186,343.04,518,63805.44,100,Supplier_X,23,0,0,3,0.147,6,0.399
09-05-2024,SKU100230,Sunglasses,Accessories,WH_C,328,166,369,867.15,125,319978.35,68,Supplier_W,27,0,0,4,0.141,5,1.629
09-03-2024,SKU100231,Sneakers,Clothing,WH_C,44,159,117,308.84,86,36134.28,34,Supplier_W,10,0,0,4,0.053,4,1.8
12-12-2024,SKU100232,T-Shirt,Accessories,WH_B,302,230,196,273.24,336,53555.04,113,Supplier_W,16,1,1,3,0.063,2,0.614
27-08-2024,SKU100233,Scarf,Accessories,WH_B,332,13,115,94.97,230,10921.55,78,Supplier_Z,28,0,0,3,0.134,7,0.409
13-08-2024,SKU100234,Sneakers,Footwear,WH_C,464,192,302,601.57,354,181674.14,77,Supplier_Y,9,0,0,5,0.119,12,0.738
09-07-2025,SKU100235,Sunglasses,Footwear,WH_A,199,154,101,695.21,252,70216.21,53,Supplier_Z,18,0,1,3,0.129,6,0.448
23-05-2024,SKU100236,Blouse2,Accessories,WH_B,200,100,379,1413.92,0,535875.68,52,Supplier_X,20,0,1,1,0.176,7,3.79
01-04-2025,SKU100237,Dress,Accessories,WH_C,328,59,162,1099.11,225,178055.82,24,Supplier_Z,13,0,1,3,0.032,3,0.586
30-03-2024,SKU100238,Blouse,Clothing,WH_C,167,42,177,1723.98,32,305144.46,22,Supplier_Z,8,1,0,4,0.023,1,1.779
08-07-2025,SKU100239,Scarf,Clothing,WH_C,239,192,279,394.12,152,109959.48,106,Supplier_Z,22,0,1,1,0.113,1,1.427
26-05-2024,SKU100240,Sandals,Accessories,WH_A,371,108,285,568.62,194,162056.7,78,Supplier_Z,23,0,1,5,0.1,4,1.009
10-03-2024,SKU100241,Watch,Footwear,WH_B,285,92,211,1885.1,166,397756.1,79,Supplier_W,16,0,0,3,0.081,4,0.936
12-05-2024,SKU100242,Sunglasses,Accessories,WH_B,189,215,53,915.89,351,48542.17,54,Supplier_Y,23,0,1,3,0.181,7,0.196
28-09-2024,SKU100243,Scarf,Clothing,WH_B,70,162,66,1588.65,166,104850.9,34,Supplier_X,15,0,0,4,0.112,7,0.559
13-02-2025,SKU100244,Belt,Footwear,WH_A,144,233,31,1009.73,346,31301.63,34,Supplier_X,6,1,0,3,0.113,4,0.127
21-10-2024,SKU100245,Bag,Footwear,WH_B,358,166,250,968.62,274,242155,19,Supplier_X,22,0,0,3,0.073,7,0.791
28-08-2025,SKU100246,Shirt,Clothing,WH_B,485,147,7,338.83,625,2371.81,71,Supplier_Z,22,0,1,4,0.069,8,0.013
14-12-2024,SKU100247,Jeans,Accessories,WH_B,388,27,214,1709.84,201,365905.76,21,Supplier_X,13,0,1,1,0.198,9,0.727
18-10-2024,SKU100248,Sweater,Accessories,WH_B,208,258,45,202.79,421,9125.55,76,Supplier_W,20,0,0,5,0.125,6,0.143
01-04-2025,SKU100249,Socks,Accessories,WH_A,359,85,79,655.01,365,51745.79,38,Supplier_Y,3,0,1,4,0.165,4,0.218
02-04-2024,SKU100250,Sandals,Clothing,WH_C,377,107,34,1363.26,450,46350.84,102,Supplier_Z,14,1,1,3,0.089,10,0.082
03-04-2024,SKU100251,Cap,Footwear,WH_C,384,116,188,1039.15,312,195360.2,52,Supplier_Z,20,1,1,3,0.038,2,0.54
18-10-2025,SKU100252,Sneakers,Clothing,WH_B,207,14,88,1768.69,133,155644.72,97,Supplier_W,9,1,1,2,0.065,9,0.518
10-03-2025,SKU100253,Socks,Accessories,WH_B,464,210,334,126.63,340,42294.42,97,Supplier_X,14,0,0,4,0.069,12,0.831
08-08-2025,SKU100254,Shorts,Clothing,WH_B,221,30,135,1316.34,116,177705.9,98,Supplier_Z,3,1,0,4,0.113,7,0.801
11-05-2025,SKU100255,Jeans,Footwear,WH_A,286,281,33,981.06,534,32374.98,46,Supplier_Z,24,1,0,5,0.031,6,0.08
10-10-2024,SKU100256,Skirt,Clothing,WH_B,162,184,280,350.91,66,98254.8,78,Supplier_W,6,1,1,4,0.077,4,2.456
09-08-2025,SKU100257,Jeans,Accessories,WH_A,364,65,112,1499.34,317,167926.08,20,Supplier_W,20,1,1,5,0.02,4,0.329
22-02-2025,SKU100258,Sunglasses,Footwear,WH_B,71,62,171,852.05,0,145700.55,49,Supplier_X,17,0,1,3,0.099,2,4.817
06-04-2024,SKU100259,Tie,Clothing,WH_B,239,227,338,1086.58,128,367264.04,116,Supplier_Y,5,0,0,2,0.189,1,1.842
26-12-2024,SKU100260,Watch,Clothing,WH_C,413,100,42,1936.17,471,81319.14,72,Supplier_Y,9,0,1,5,0.068,5,0.095
31-08-2024,SKU100261,Jeans,Footwear,WH_B,126,138,381,998.15,0,380295.15,31,Supplier_X,8,0,1,3,0.01,6,6.048
10-07-2025,SKU100262,Scarf,Footwear,WH_A,486,118,12,1655.58,592,19866.96,24,Supplier_Y,17,1,0,5,0.122,10,0.022
27-07-2024,SKU100263,Sandals,Accessories,WH_C,84,56,173,1550.68,0,268267.64,18,Supplier_W,17,1,1,3,0.127,9,4.119
30-03-2024,SKU100264,Coat,Footwear,WH_A,14,130,124,1342.37,20,166453.88,79,Supplier_W,8,1,0,3,0.096,1,7.294
18-10-2024,SKU100265,Scarf,Accessories,WH_C,247,36,331,1798.78,0,595396.18,73,Supplier_W,10,0,0,4,0.079,5,2.68
23-07-2025,SKU100266,Watch,Clothing,WH_A,481,110,206,540.62,385,111367.72,99,Supplier_Y,10,0,0,4,0.179,11,0.476
01-06-2025,SKU100267,Shirt,Accessories,WH_C,311,152,342,1650.5,121,564471,15,Supplier_Y,24,0,0,5,0.188,5,1.583
09-11-2023,SKU100268,Blouse2,Clothing,WH_A,443,249,103,786.69,589,81029.07,105,Supplier_Z,3,0,0,5,0.135,9,0.2
06-09-2024,SKU100269,Cap,Footwear,WH_A,282,241,129,1634.36,394,210832.44,52,Supplier_Z,28,1,0,4,0.1,11,0.382
18-07-2024,SKU100270,Scarf,Clothing,WH_B,1,207,39,1012.89,169,39502.71,29,Supplier_Z,15,1,0,4,0.014,11,0.459
20-08-2025,SKU100271,Dress,Footwear,WH_C,73,169,22,1722.53,220,37895.66,108,Supplier_Y,25,0,1,4,0.06,4,0.15
02-02-2025,SKU100272,Sunglasses,Clothing,WH_C,63,256,251,1794.94,68,450529.94,52,Supplier_Z,26,1,0,4,0.057,3,3.832
14-12-2023,SKU100273,Sunglasses,Clothing,WH_B,260,278,324,1215.41,214,393792.84,71,Supplier_W,23,0,0,5,0.012,3,1.367
15-04-2024,SKU100274,T-Shirt,Clothing,WH_A,346,112,289,1039.87,169,300522.43,76,Supplier_Y,15,0,0,3,0.169,6,1.122
16-11-2023,SKU100275,Sweater,Clothing,WH_A,323,174,201,1577.4,296,317057.4,91,Supplier_X,13,0,0,1,0.173,11,0.649
27-06-2024,SKU100276,Shirt,Accessories,WH_C,238,88,154,570.62,172,87875.48,108,Supplier_Y,6,0,0,4,0.182,1,0.751
14-02-2024,SKU100277,Jeans,Clothing,WH_A,396,134,54,79.93,476,4316.22,61,Supplier_Z,9,1,0,3,0.148,1,0.124
27-08-2025,SKU100278,Coat,Accessories,WH_C,336,293,105,843.83,524,88602.15,83,Supplier_Y,30,1,1,3,0.142,1,0.244
02-06-2024,SKU100279,Cap,Footwear,WH_C,340,205,259,1040.16,286,269401.44,109,Supplier_Z,14,0,0,4,0.096,7,0.827
17-03-2024,SKU100280,Tie,Footwear,WH_A,278,72,199,629.66,151,125302.34,103,Supplier_Z,29,0,0,5,0.171,5,0.928
15-12-2024,SKU100281,Cap,Accessories,WH_A,352,258,325,797.56,285,259207,35,Supplier_X,15,0,0,3,0.102,11,1.02
07-04-2024,SKU100282,Sweater,Footwear,WH_A,433,147,216,309.46,364,66843.36,103,Supplier_X,24,0,0,3,0.006,9,0.542
31-12-2023,SKU100283,Coat,Footwear,WH_B,379,224,46,590.72,557,27173.12,40,Supplier_W,14,0,1,5,0.117,12,0.098
06-03-2024,SKU100284,T-Shirt,Clothing,WH_C,462,104,369,518.19,197,191212.11,64,Supplier_Z,18,0,0,5,0.078,11,1.12
10-09-2025,SKU100285,Cap,Clothing,WH_A,461,43,116,636.92,388,73882.72,77,Supplier_Y,8,0,1,3,0.104,3,0.273
27-07-2025,SKU100286,Blouse,Clothing,WH_B,200,25,373,633.16,0,236168.68,66,Supplier_X,16,0,0,4,0.088,6,3.73
16-06-2025,SKU100287,Watch,Accessories,WH_A,491,260,211,1139.99,540,240537.89,33,Supplier_X,21,0,1,4,0.099,7,0.409
24-07-2025,SKU100288,Belt,Accessories,WH_C,292,58,154,538.66,196,82953.64,74,Supplier_Z,18,0,1,5,0.022,3,0.631
31-12-2024,SKU100289,Cap,Footwear,WH_B,285,60,262,1884.87,83,493835.94,35,Supplier_Y,29,1,0,4,0.003,9,1.424
02-01-2025,SKU100290,Watch,Clothing,WH_C,220,69,150,1046.99,139,157048.5,58,Supplier_X,28,1,0,4,0.068,2,0.836
19-02-2024,SKU100291,Belt,Accessories,WH_A,406,270,211,301.48,465,63612.28,102,Supplier_X,6,0,0,5,0.051,12,0.485
18-07-2024,SKU100292,Coat,Accessories,WH_A,161,256,191,595.23,226,113688.93,47,Supplier_Y,7,0,0,5,0.05,12,0.987
21-06-2024,SKU100293,Skirt,Clothing,WH_A,447,124,368,1473.03,203,542075.04,45,Supplier_X,11,0,0,4,0.187,7,1.132
27-02-2024,SKU100294,Blouse,Accessories,WH_B,182,18,242,76.64,0,18546.88,63,Supplier_Y,26,0,1,3,0.164,10,2.659
31-03-2025,SKU100295,Tie,Clothing,WH_B,454,118,97,1878.75,475,182238.75,18,Supplier_Z,5,0,1,4,0.003,4,0.209
22-02-2025,SKU100296,Hat,Footwear,WH_B,372,65,28,918.09,409,25706.52,51,Supplier_X,24,1,0,4,0.002,9,0.072
14-02-2024,SKU100297,Sunglasses,Footwear,WH_B,264,244,188,1066.1,320,200426.8,105,Supplier_Z,12,1,1,4,0.155,7,0.644
08-04-2024,SKU100298,Scarf,Footwear,WH_A,497,56,171,1977.4,382,338135.4,110,Supplier_Y,19,0,1,4,0.197,8,0.389
10-10-2024,SKU100299,Watch,Clothing,WH_A,131,43,370,1031.64,0,381706.8,113,Supplier_Z,21,0,0,3,0.093,11,5.649
13-10-2025,SKU100300,Dress,Accessories,WH_A,321,11,196,1898.1,136,372027.6,91,Supplier_Z,12,0,1,5,0.087,10,0.858
18-04-2024,SKU100301,Blouse2,Footwear,WH_B,119,235,154,1834.7,200,282543.8,33,Supplier_Z,14,0,0,5,0.055,3,0.966
27-10-2025,SKU100302,Coat,Footwear,WH_B,379,23,139,1885.57,263,262094.23,49,Supplier_W,25,0,1,5,0.133,6,0.433
18-09-2025,SKU100303,Jeans,Footwear,WH_A,218,256,292,1634.13,182,477165.96,91,Supplier_Y,9,0,0,4,0.094,4,1.46
16-04-2024,SKU100304,Sweater,Accessories,WH_A,416,283,289,627.98,410,181486.22,112,Supplier_Y,20,0,0,3,0.034,4,0.7
09-06-2025,SKU100305,Sneakers,Accessories,WH_B,159,250,255,725.45,154,184989.75,17,Supplier_Y,21,1,1,4,0.096,12,1.629
09-12-2024,SKU100306,Jeans,Clothing,WH_C,299,93,163,761.72,229,124160.36,112,Supplier_Y,17,0,0,2,0.075,2,0.617
10-08-2024,SKU100307,Sneakers,Footwear,WH_A,108,21,133,1959.4,0,260600.2,63,Supplier_Y,9,0,1,4,0.178,11,2.463
25-03-2025,SKU100308,Blouse2,Accessories,WH_A,237,156,351,753.47,42,264467.97,20,Supplier_X,14,0,0,4,0.154,10,2.516
03-12-2024,SKU100309,Socks,Clothing,WH_A,292,88,328,261.94,52,85916.32,116,Supplier_X,24,0,0,3,0.14,9,1.907
21-03-2024,SKU100310,Cap,Footwear,WH_B,474,201,377,1567.74,298,591037.98,108,Supplier_X,9,0,0,4,0.065,11,0.977
20-05-2024,SKU100311,Tie,Accessories,WH_A,475,196,265,763.82,406,202412.3,97,Supplier_Z,12,0,0,2,0.028,1,0.602
12-12-2024,SKU100312,Sneakers,Accessories,WH_A,66,44,28,1260.83,82,35303.24,86,Supplier_Z,27,1,0,5,0.173,1,0.378
08-08-2025,SKU100313,Hat,Clothing,WH_A,315,78,138,1852.5,255,255645,104,Supplier_Y,26,1,1,3,0.069,7,0.484
10-12-2023,SKU100314,Skirt,Footwear,WH_A,186,38,347,1172.24,0,406767.28,65,Supplier_W,24,1,0,4,0.119,10,3.731
25-09-2025,SKU100315,Bag,Footwear,WH_A,35,283,311,1293.52,7,402284.72,103,Supplier_Y,30,0,0,3,0.118,7,14.81
09-02-2025,SKU100316,Coat,Accessories,WH_C,48,154,84,1303.58,118,109500.72,38,Supplier_X,22,0,1,4,0.186,4,1.012
19-02-2025,SKU100317,Skirt,Footwear,WH_C,255,148,248,1244.18,155,308556.64,51,Supplier_Y,12,1,0,4,0.034,8,1.21
16-11-2024,SKU100318,Bag,Clothing,WH_A,434,51,350,361.55,135,126542.5,15,Supplier_Z,27,0,0,3,0.154,5,1.23
29-11-2023,SKU100319,Blouse,Accessories,WH_A,106,250,313,940.01,43,294223.13,12,Supplier_Y,25,0,0,4,0.093,6,4.201
07-09-2025,SKU100320,Skirt,Accessories,WH_A,7,146,232,64.94,0,15066.08,101,Supplier_X,7,0,0,4,0.035,12,66.286
15-12-2023,SKU100321,Sandals,Clothing,WH_A,235,257,307,1271.22,185,390264.54,83,Supplier_Y,20,0,0,4,0.167,4,1.462
24-06-2024,SKU100322,Sunglasses,Accessories,WH_B,177,272,60,1171.95,389,70317,107,Supplier_Z,11,1,1,2,0.164,3,0.212
06-11-2024,SKU100323,Shirt,Footwear,WH_B,241,124,272,670.37,93,182340.64,74,Supplier_W,18,0,0,4,0.008,2,1.629
23-05-2025,SKU100324,T-Shirt,Footwear,WH_B,40,203,218,1071.6,25,233608.8,21,Supplier_X,9,1,1,3,0.142,8,6.708
18-01-2025,SKU100325,Sneakers,Accessories,WH_C,356,255,285,1011.46,326,288266.1,45,Supplier_Y,27,0,0,4,0.031,11,0.836
16-08-2024,SKU100326,Shorts,Clothing,WH_A,244,130,248,539.28,126,133741.44,65,Supplier_Z,29,1,1,1,0.122,5,1.341
04-12-2023,SKU100327,Hat,Clothing,WH_B,112,20,71,621.91,61,44155.61,61,Supplier_X,27,0,1,3,0.129,10,0.821
20-06-2024,SKU100328,Scarf,Footwear,WH_A,364,77,292,1536.95,149,448789.4,41,Supplier_X,12,1,0,2,0.133,6,1.138
10-08-2024,SKU100329,Scarf,Clothing,WH_A,255,50,388,1523.68,0,591187.84,65,Supplier_Z,7,0,0,5,0.024,6,3.043
08-07-2025,SKU100330,Jacket,Accessories,WH_C,165,265,197,966.08,233,190317.76,20,Supplier_Y,9,1,1,5,0.12,4,0.99
17-08-2024,SKU100331,Bag,Accessories,WH_C,341,115,79,1449.14,377,114482.06,10,Supplier_Y,7,0,1,5,0.02,9,0.22
02-03-2025,SKU100332,Sneakers,Footwear,WH_B,77,54,384,929.06,0,356759.04,15,Supplier_Y,17,0,0,4,0.149,7,9.974
02-02-2025,SKU100333,Sweater,Footwear,WH_B,206,291,136,1710.18,361,232584.48,100,Supplier_X,21,0,0,5,0.013,12,0.48
27-08-2025,SKU100334,Sandals,Footwear,WH_C,310,50,212,698.97,148,148181.64,88,Supplier_W,12,1,1,4,0.152,12,0.926
06-04-2025,SKU100335,Jacket,Clothing,WH_C,365,272,326,1858.22,311,605779.72,83,Supplier_X,10,1,0,4,0.177,10,0.964
07-05-2025,SKU100336,Coat,Accessories,WH_A,195,253,106,1107.45,342,117389.7,33,Supplier_Y,26,1,0,5,0.06,12,0.395
17-05-2024,SKU100337,Watch,Accessories,WH_A,401,60,206,1094.59,255,225485.54,81,Supplier_X,11,0,1,4,0.156,8,0.628
26-12-2023,SKU100338,Shirt,Accessories,WH_B,320,224,151,1358.08,393,205070.08,90,Supplier_W,13,0,0,4,0.084,7,0.424
02-04-2025,SKU100339,Cap,Footwear,WH_B,63,102,132,714.67,33,94336.44,33,Supplier_X,30,0,0,5,0.16,4,2.75
24-11-2023,SKU100340,Scarf,Accessories,WH_C,139,47,165,1462.44,21,241302.6,86,Supplier_Z,24,0,1,5,0.137,9,2.062
27-04-2024,SKU100341,T-Shirt,Clothing,WH_B,373,224,179,674.83,418,120794.57,18,Supplier_Y,4,0,1,4,0.058,2,0.453
14-06-2024,SKU100342,Sweater,Clothing,WH_A,424,232,120,825.2,536,99024,68,Supplier_Y,5,1,0,3,0.039,5,0.25
13-04-2024,SKU100343,Sneakers,Accessories,WH_C,41,69,173,1365.67,0,236260.91,79,Supplier_Y,15,1,1,4,0.183,2,8.439
26-02-2025,SKU100344,Skirt,Footwear,WH_A,372,46,330,787.98,88,260033.4,102,Supplier_X,13,1,1,2,0.168,8,1.435
23-12-2023,SKU100345,Watch,Accessories,WH_C,443,227,67,439.95,603,29476.65,32,Supplier_X,30,0,0,5,0.132,9,0.128
14-11-2024,SKU100346,T-Shirt,Clothing,WH_C,305,9,186,1750.21,128,325539.06,95,Supplier_X,12,0,0,5,0.07,3,0.859
08-04-2025,SKU100347,T-Shirt,Clothing,WH_A,208,184,137,1848.2,255,253203.4,94,Supplier_Y,29,0,1,4,0.102,5,0.592
14-02-2024,SKU100348,Socks,Clothing,WH_B,466,79,353,1272.13,192,449061.89,26,Supplier_X,17,0,0,4,0.112,9,1.073
14-12-2023,SKU100349,Sweater,Accessories,WH_B,419,12,387,1631.74,44,631483.38,107,Supplier_Y,8,0,0,3,0.017,6,1.672
13-08-2024,SKU100350,Socks,Clothing,WH_B,303,83,307,1973.97,79,606008.79,99,Supplier_X,3,1,1,5,0.194,3,1.607
21-10-2024,SKU100351,Coat,Footwear,WH_B,454,85,329,1248.81,210,410858.49,34,Supplier_Y,16,0,1,5,0.018,6,0.991
18-03-2025,SKU100352,Watch,Accessories,WH_A,72,156,237,1822.15,0,431849.55,47,Supplier_Z,20,0,1,2,0.144,9,6.583
04-09-2024,SKU100353,Tie,Accessories,WH_C,391,143,17,750.55,517,12759.35,12,Supplier_X,26,1,1,2,0.099,11,0.037
06-05-2024,SKU100354,Sweater,Clothing,WH_A,152,62,75,1415.92,139,106194,76,Supplier_Y,13,1,0,3,0.152,11,0.515
06-07-2025,SKU100355,Blouse,Clothing,WH_B,134,42,150,158.82,26,23823,23,Supplier_Z,10,1,1,4,0.052,10,1.875
14-02-2024,SKU100356,Jeans,Footwear,WH_B,361,157,107,1588.49,411,169968.43,115,Supplier_Z,24,0,0,3,0.079,7,0.277
07-10-2025,SKU100357,Bag,Accessories,WH_A,263,184,152,1668.12,295,253554.24,19,Supplier_W,5,0,0,3,0.105,4,0.545
02-03-2024,SKU100358,Sunglasses,Clothing,WH_C,215,285,315,832.29,185,262171.35,75,Supplier_X,16,0,0,3,0.024,4,1.575
16-05-2024,SKU100359,Sneakers,Footwear,WH_A,208,23,36,1295.96,195,46654.56,80,Supplier_Y,4,1,0,4,0.17,1,0.179
17-07-2024,SKU100360,Watch,Clothing,WH_A,203,204,332,1723.8,75,572301.6,23,Supplier_W,18,0,0,5,0.198,3,2.388
16-04-2024,SKU100361,Tie,Accessories,WH_A,109,223,145,1773.04,187,257090.8,90,Supplier_X,8,1,0,4,0.084,12,0.98
20-07-2024,SKU100362,Tie,Clothing,WH_C,30,100,125,257.74,5,32217.5,19,Supplier_Z,3,1,1,4,0.075,9,7.143
25-09-2024,SKU100363,Sweater,Accessories,WH_A,11,203,284,1663.6,0,472462.4,108,Supplier_X,16,1,0,1,0.119,1,51.636
14-03-2024,SKU100364,Bag,Clothing,WH_A,126,7,107,584.77,26,62570.39,58,Supplier_Y,12,0,0,4,0.138,2,1.408
25-11-2023,SKU100365,Tie,Accessories,WH_B,312,171,285,1468.25,198,418451.25,118,Supplier_Z,8,0,0,3,0.174,2,1.118
26-05-2025,SKU100366,Blouse,Footwear,WH_A,193,207,239,684.07,161,163492.73,100,Supplier_W,11,1,1,3,0.075,8,1.35
30-05-2025,SKU100367,Tie,Accessories,WH_B,139,95,374,159.84,0,59780.16,71,Supplier_X,9,1,1,3,0.153,6,5.381
25-09-2024,SKU100368,Sunglasses,Footwear,WH_B,26,161,101,459.25,86,46384.25,57,Supplier_X,27,1,0,3,0.048,7,1.804
23-09-2025,SKU100369,Belt,Accessories,WH_B,45,290,219,846.91,116,185473.29,12,Supplier_W,4,0,1,2,0.136,11,2.72
25-07-2025,SKU100370,Bag,Footwear,WH_C,134,95,6,1495.4,223,8972.4,56,Supplier_X,13,1,0,4,0.093,4,0.034
21-08-2024,SKU100371,Blouse,Clothing,WH_B,316,144,215,246.37,245,52969.55,69,Supplier_X,16,0,1,1,0.132,11,0.766
31-08-2025,SKU100372,Jeans,Accessories,WH_A,441,257,168,1635.22,530,274716.96,34,Supplier_X,7,0,0,4,0.076,4,0.346
07-08-2025,SKU100373,Belt,Clothing,WH_A,57,299,73,1994.05,283,145565.65,16,Supplier_Z,11,0,0,4,0.059,4,0.429
10-04-2024,SKU100374,Belt,Footwear,WH_B,12,101,292,1587.1,0,463433.2,86,Supplier_Z,9,0,0,4,0.097,12,48.667
11-03-2025,SKU100375,Watch,Accessories,WH_B,436,176,26,973.79,586,25318.54,48,Supplier_Y,27,0,1,4,0.179,6,0.051
27-11-2024,SKU100376,Sneakers,Accessories,WH_A,99,109,276,1157.91,0,319583.16,52,Supplier_X,16,0,0,5,0.135,12,5.576
19-02-2024,SKU100377,Watch,Clothing,WH_B,448,197,42,62.01,603,2604.42,55,Supplier_Y,29,0,0,3,0.122,12,0.08
